/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_02_497.jpg,0,0,0,8.522471E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_02_559.jpg,0,0,0,8.125975E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_02_626.jpg,0,0,0,8.514853E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_02_691.jpg,0,0,0,9.070262E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_02_758.jpg,0,0,0,8.519812E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_02_824.jpg,0,0,0,9.01009E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_02_891.jpg,0,0,0,8.189747E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_02_957.jpg,0,0,0,8.089108E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_03_024.jpg,0,0,0,8.032686E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_03_090.jpg,0,0,0,8.333847E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_03_157.jpg,0,0,0,8.252154E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_03_223.jpg,0,0,0,8.734356E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_03_290.jpg,0,0,0,8.547166E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_03_356.jpg,0,0,0,8.416446E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_03_422.jpg,0,0,0,8.277854E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_03_488.jpg,0,0,0,7.924367E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_03_555.jpg,0,0,0,8.286389E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_03_621.jpg,0,0,0,8.195398E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_03_688.jpg,0,0,0,8.379478E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_03_755.jpg,0,0,0,8.203021E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_03_821.jpg,0,0,0,7.977652E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_03_887.jpg,0,0,0,8.129223E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_03_954.jpg,0,0,0,7.985231E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_04_020.jpg,0,0,0,8.436321E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_04_087.jpg,0,0,0,7.967972E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_04_156.jpg,0,0,0,7.77885E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_04_219.jpg,0,0,0,7.59571E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_04_286.jpg,0,0,0,8.356384E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_04_353.jpg,0,0,0,8.126653E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_04_419.jpg,0,0,0,8.441021E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_04_486.jpg,0,0,0,8.177075E-07,0.000,1
/home/teebone/ai_contest/Log-20180905/IMG/eagle_2018_09_05_14_45_04_553.jpg,0,0,0,8.694345E-07,0.000,1
